gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Small Intestine)	pct_gene_expr	max_pct_tx_expr
MPRIP	1.4470837156201622e-4	7.287344935899443e-8	6	1	0.2934849852206847	1	1
STK3	6.662577657845834e-4	1	11	0	0.2910312656038963	1	1
PDE2A	0.029269938418472457	1	8	0	-0.2909199843565694	1	1
ZSCAN22	2.134402397445571e-5	1	6	0	-0.29011463896228823	1	1
KAT6A	0.046485241008821336	0.22313454151285142	6	0	0.28943814614859914	1	1
ASH1L	0.007028388955687976	0.02030311666786919	6	1	-0.2891411899166644	1	1
NEMP2	0.00575215647510082	0.12906160616246592	6	0	-0.2871586318014843	1	1
PPOX	0.003197469726574955	1	12	0	-0.28707925443316973	1	1
ST6GAL1	0.04877830793151624	0.46420716349339486	12	0	0.28635556119816574	1	1
BNC2	0.04435387878470891	1	6	0	0.28554473288485505	1	1
ELMO3	0.026077041647613017	1	11	0	0.28335650943352086	1	1
MTMR14	0.041689687524129264	1	7	0	0.2831008627190622	1	1
DDR1	0.0028516423161755234	1	7	0	0.28282533295749857	1	1
GSN	0.03340190561819802	0.00254409790892227	7	1	-0.2826037177584401	1	1
PRRC2C	0.008176414474243915	0.0038130572009801786	9	1	0.2823900832842464	1	1
ASCC3	0.003159100272211376	0.656857612016525	10	0	0.2799054625184927	1	1
LAS1L	0.017233938173385244	1	15	0	0.27972410627414146	1	1
HOGA1	0.017293421728301745	1	10	0	-0.27905377644725066	1	1
DNAJC14	0.04104459163031595	1	4	0	0.27894208382430496	1	1
VMP1	0.0060644078790587684	0.26818837885020824	6	0	0.2777108211762714	1	1
SLC18B1	0.00447829752043175	1	17	0	0.2767782211626859	1	1
DDX39B	8.540904260275007e-5	6.660775636324404e-4	6	2	-0.27656529513272915	1	1
EPC1	0.017259584513149642	1	6	0	-0.27609291281128423	1	1
DST	2.434076092653597e-21	3.6300744565120965e-5	20	2	0.2757285500003211	1	1
SMARCA4	0.0075777512879735	0.07992533023223117	14	0	-0.27435342349249814	1	1
AAK1	0.024249216555644507	1	14	0	-0.2730010934337156	1	0.75
CCS	0.01685323142447911	1	8	0	0.2718359426569346	1	1
FHOD1	0.024467017902972885	1	16	0	0.27135361414346926	1	0.75
WDPCP	0.04277548203174227	1	11	0	0.270779186347869	1	1
FAM192A	0.032173500850652605	1	9	0	-0.2707685397035767	1	1
N4BP2L2	0.0026243478998365837	0.005419730168797132	8	1	0.27075107302837514	1	1
ZNF568	0.018510956641927492	1	7	0	-0.26748679043020285	1	1
LOC113262783	0.02156747528447175	0.6239225750656103	10	0	-0.2668902969945729	1	1
ARHGAP18	0.027402705857429092	1	5	0	0.26669140249006446	1	1
SORBS3	0.03437030394471343	1	15	0	-0.2649988819414213	1	1
ZSCAN23	0.04885902146192047	0.26363667705840715	10	0	-0.2638006966235201	1	1
AFDN	1.2974812253090961e-19	1.8961588366783886e-5	12	1	0.26353815773811295	1	1
KIAA1191	0.024467017902972885	1	12	0	0.26266554096523453	1	1
MTIF2	0.005836289562676594	0.8059693107473195	6	0	-0.2626357560842441	1	1
PAFAH1B2	0.041689687524129264	1	6	0	0.26200763700892776	1	1
PTS	0.024728979890244984	1	8	0	-0.26173640136200305	1	1
GPR180	0.030348662222986076	1	8	0	0.26090565468091487	1	1
SEC63	0.013246067550882954	1	9	0	-0.26083215609779065	1	1
MLLT10	0.03379031952330071	1	11	0	0.2603342515063538	1	1
USP25	0.031258792715072904	1	7	0	0.25725592130803354	1	1
KANSL2	0.005419293839545143	1	14	0	0.25669896927490937	1	1
TRA2A	0.010384817385516321	1	10	0	0.25572447681676214	1	1
CANX	0.023123283237494473	0.48860911932954787	6	0	-0.25561109994031694	1	1
ZKSCAN5	0.032608484185565154	0.7630589657397887	11	0	0.2549331886692331	1	1
GRAMD2B	0.015401535373540136	0.08833445668213649	4	0	-0.25384958842875954	1	1
CNOT4	0.03476192564391876	0.27497070727604117	16	0	-0.25372505849873894	1	1
MAP4K4	0.008176414474243915	0.30450325663043915	9	0	-0.2533887819678987	1	1
LOC113250851	0.01788868740632146	1	13	0	0.2525636710217106	1	1
MAP7D3	0.04159444421344794	1	12	0	-0.25198955546167884	1	1
MFGE8	0.04132489552326461	1	9	0	-0.25192737899825124	1	1
SEC31B	0.012775989978674969	0.15014719742803082	11	0	0.25126824380470836	1	1
UACA	4.110239181693605e-4	0.40928412005173065	12	0	0.2500918430529308	1	1
LOC113270362_NUMB	0.028683579199084017	0.5665605460420331	14	0	-0.25000239904954835	1	1
GTF2H1	0.047323051385406656	1	13	0	0.24890398692887522	1	1
NAE1	0.020414630594595903	1	10	0	0.24783658517452953	1	1
CREBZF	0.017120574809574945	1	9	0	-0.2473255462385378	1	1
FGFR1	0.005384843287553784	0.3176812058937924	8	0	0.2472741147469778	1	1
HERC3	0.03379031952330071	0.1759733404546525	15	0	0.2437818914058555	1	1
DYSF	0.002090358299398559	1	14	0	0.24338734167795514	1	1
RPS6KA3	0.04321375449481442	1	9	0	0.24294701964968113	1	1
GORASP2	0.0032215044744693753	1	8	0	0.24126558293453487	1	1
CUL2	9.251817635879299e-4	0.020322816225090374	5	2	0.24106935629998505	1	1
SUPT20H	2.5608868906960763e-5	0.21136730688929004	16	0	-0.23965077903247003	1	1
CD44	0.0012888391218371994	0.4274615112481296	6	0	-0.23908977342073784	1	1
LOC113248505	0.043476323460886944	1	11	0	-0.23890832925928557	1	1
NBN	0.043660605274355134	1	14	0	0.23829794976655977	1	1
SMC5	0.041689687524129264	1	9	0	0.23809083273261678	1	1
CACNA2D1	0.04622407612899617	0.7895755211801	6	0	0.2349877846123637	1	1
PBRM1	0.0012888391218371994	0.48119085245466675	7	0	0.23359283625020907	1	1
FNBP1L	0.03409933542617157	1	11	0	0.23280453382724986	1	1
AP3D1	0.04345476876336026	0.007406339404442259	3	1	0.232466899663898	1	1
GYG1	0.006783532145346736	0.09665523102325826	7	0	-0.23202208281945524	1	1
BIRC2	0.013824154003113312	1	8	0	0.23156818789027528	1	1
PEAK1	0.01388101234253	1	14	0	-0.23115877374859867	1	1
HSBP1	0.028469573992221758	1	5	0	-0.23110277716451452	1	1
BROX	0.006764660751366807	0.29956707051575165	12	0	0.23104212172053804	1	1
NUP98	0.004104830599096046	1	11	0	0.23083918866851677	1	1
SASH1	0.027269134203682217	1	10	0	-0.23027240712777916	1	1
SVIL	1.6966336808540215e-5	0.0019733042640248453	8	1	0.22875220150930015	1	1
MECR	0.017259584513149642	0.16980261850573675	5	0	-0.22784140294726082	1	1
METTL14	0.006251583799612868	1	8	0	-0.2276638756714961	1	1
CSNK1A1	0.03197178216265951	0.08804331640589705	8	0	0.22757965608795527	1	1
TSPAN12	0.02697351908506459	1	15	0	0.2269586243686431	1	1
METTL25	0.005642238370623821	1	16	0	0.22501813364242576	1	1
HERC1	0.0026421881474680466	0.47778333433195497	13	0	0.22489097931793736	1	1
DERL1	0.0027604397294906037	0.6774592066647257	6	0	-0.22317881141693702	1	1
GPR89A	0.04622407612899617	1	10	0	-0.22185569172690472	1	1
DAB2	0.0431531435045992	1	7	0	0.2215686470737398	1	1
DAZAP1	0.006681303498897781	0.2867422318300449	8	0	-0.22123454001821935	1	1
IPO7	7.839242770334411e-5	0.0018984855467804066	7	1	-0.22082504791029584	1	1
HNRNPC	0.0050266763274154575	1	16	0	-0.22034136157044876	1	1
TLN1	0.02529870485240219	0.07528611390469711	6	0	-0.21861430636151796	1	1
PPIP5K2	0.038282946799380824	1	13	0	-0.2165553944307724	1	1
PTCD3	7.489266646521166e-4	1	15	0	0.21616271523034308	1	1
RARS2	0.03545127019724717	1	13	0	0.21446508184753912	1	1
ERBB2	0.041689687524129264	0.05418889056603855	7	0	0.21416261534539593	1	1
BPTF	0.037724917710036214	0.15228622777660156	6	0	0.2130814797959251	1	1
DYNC1I2	4.4549977725741904e-4	0.6053776889803855	8	0	-0.21290769122741002	1	1
TBL3	0.033750139253855456	1	12	0	-0.21224625891576568	1	1
WWTR1	0.049079370614815467	0.4545046515204523	3	0	0.21052323196712108	1	1
LDLRAP1	0.008176414474243915	1	9	0	-0.20964091354401865	1	1
RGS3	0.048907832813837405	1	7	0	0.20840406611079745	1	1
TMEM260	0.021395562070433895	1	7	0	-0.20740417317543575	1	1
MTFR1L	0.017899927661199955	1	8	0	0.20718613130111205	1	1
ARHGEF12	8.848096324997628e-4	8.312019202333826e-4	4	1	0.20602353576629795	1	1
RBFOX2	0.026418122456289668	0.16134586966153258	10	0	0.20541773751497255	1	1
TMEM123	0.043660605274355134	1	3	0	-0.20432309679025074	1	1
HSPA4	0.0012840229908392133	1	7	0	0.20384406137121414	1	1
ARHGAP12	0.008589837298575155	1	9	0	0.2024542439531958	1	1
HEXA	0.01238556806540999	1	11	0	0.2021980159148338	1	1
CTNND1	2.249224267725473e-11	1	12	0	-0.200331013026454	1	1
VPS11	0.04471408709138859	0.7977096286519876	3	0	0.19969743888005265	1	1
RB1CC1	9.488385134833762e-5	0.0036548340942772766	7	1	0.19879425058652667	1	1
PLXNB2	0.0016348746046727866	1	12	0	-0.19859829565633572	1	1
UAP1	0.0048409881920015736	0.8664914855933366	12	0	0.19840170640901944	1	1
PDXK	0.016068303500206087	0.1932994427920231	3	0	0.19540545390554487	1	1
ANK2	0.0032503102838971807	0.33827445785787225	9	0	0.19490566701913434	1	1
RINT1	0.029858421570031737	1	10	0	0.19436261845760205	1	1
HIPK3	0.010463027756299995	0.3056898014409974	5	0	0.19362759680139688	1	1
ACAD11	0.00200518587034492	0.7796334953346188	7	0	-0.19337275079822097	1	1
COPA	0.03437030394471343	0.49361404904608663	11	0	0.19268473989106827	1	1
LOC113248376	0.0059985725674503295	0.18867835846977238	9	0	0.19231204894718623	1	1
SPICE1	0.04846581457325843	1	7	0	0.1880271969602508	1	1
OCIAD1	0.040600485881163224	1	8	0	0.18644577024608716	1	1
PAM	0.002821777254423437	1	14	0	-0.1861455844354823	1	1
TNS1	0.040600485881163224	0.8511671829848708	12	0	0.18564189929280395	1	1
PDHX	0.0431531435045992	0.3613314567432475	11	0	0.1845122699024839	1	1
TSC22D1	0.01779930992962678	1	9	0	0.18204227094559167	1	1
HNRNPDL	0.003177383237980882	0.08086466567880297	5	0	0.18139557862275174	1	1
PDCD4	0.028906302529647605	1	5	0	0.1809737032853711	1	1
LARP1B	0.04704054750863062	1	11	0	0.17738188847998637	1	1
DCUN1D2	0.00941614153172551	1	20	0	0.17407260273896327	1	1
TM2D1	0.019986182983017634	0.5553767086783776	14	0	0.17372554109683663	1	1
TXNIP	0.0034892643414132464	1	8	0	0.17322045107594508	1	1
EIF5	0.04471408709138859	0.32172099566192847	8	0	-0.17195186293641343	1	1
ARGLU1	0.014473122106098543	1	7	0	-0.17173839779008704	1	1
DIDO1	0.010891636973480901	1	10	0	-0.1712567704117882	1	1
WDFY3	6.29712955753909e-5	8.600971391345424e-7	5	1	0.16980423736360584	1	1
ZC3H11A	0.02973738281765882	0.2634931833534381	13	0	-0.169699883315337	1	1
SETD5	0.02667449821248506	1	13	0	0.16784115455305645	1	1
BAG6	0.0048829964873184604	1	12	0	-0.1665961189655208	1	1
ESCO1	0.03379031952330071	1	10	0	-0.1664161204143661	1	1
UBXN4	8.020047309888827e-4	1	6	0	0.1659603554540991	1	1
FMR1	0.03705558773198865	0.820648496236182	9	0	0.16346688780019103	1	1
LRRFIP1	0.02529870485240219	1	11	0	-0.16336611975525647	1	1
MIA3	0.019314500527970676	1	14	0	0.16114757687645548	1	1
TACC2	0.04853365390295697	1	11	0	-0.1606800383206145	1	1
TMPO	0.030669876360157115	1	4	0	-0.15781588663717172	1	1
SMARCC2	0.008099576964026228	1	4	0	0.1560009084260995	1	1
PPP4R3B	0.041689687524129264	1	5	0	0.1554574885167841	1	1
LOC113258542	4.6655304875973424e-4	1	15	0	0.15515125041331695	1	1
HPS1	0.0341643722113745	1	16	0	-0.15309032523297345	1	1
SNX14	0.014772993102710543	1	16	0	0.15015109974052393	1	1
TARS	0.040600485881163224	0.11298237151475887	10	0	-0.14896141933419094	1	1
KLHDC3	0.04345476876336026	1	11	0	0.14838096178433144	1	1
MBNL1	0.002821777254423437	1	13	0	0.14588908286352392	1	1
KANSL3	0.049615502972715525	1	14	0	-0.14542091339138602	1	1
RANBP3	0.023153897067499016	1	13	0	0.14280877434233546	1	1
BRD2	1.4871762961894713e-4	0.6080108531750935	10	0	-0.1403620715406776	1	1
CAST	0.009634447133201822	1	7	0	0.13905170649044327	1	1
LAMB1	0.046951014887574756	0.5285671639789974	17	0	0.1376090549924833	1	1
ITPR2	0.04547525075830932	1	4	0	-0.13120076556737714	1	1
KPNA4	0.005076625628095865	1	4	0	-0.1308555086968153	1	1
PPP6R3	6.190750099782193e-4	1	21	0	-0.12689381345013456	1	1
OAZ2	0.016108680067048162	1	7	0	0.11861610637549701	1	1
CCDC90B	0.021177454856521564	1	8	0	0.11760058397539504	1	1
MDN1	0.027615697373896474	1	4	0	-0.11654648795159606	1	1
DCTN1	0.01582627782718321	1	14	0	0.11264441481593934	1	1
LOC113253526	0.0059985725674503295	1	7	0	0.10802117280018608	1	1
PARD3	0.041689687524129264	1	11	0	0.09739889425001788	1	1
AHNAK	0.04876123694920948	1	4	0	0.06386778876152382	1	1
