gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Liver-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
FAM208B	4.6521027415052934e-4	0.2891554570291267	6	0	0.4547140649435294	1	1
TOM1	0.022472071028264522	0.768349199195018	12	0	0.4543111391794739	1	1
SCP2	7.259738483098878e-8	0.0012476434545768058	6	2	0.45223188976468776	1	1
KNG1	0.047454223296217776	0.26205602607447487	8	0	-0.45185248425493585	1	1
LOC113248379	0.04943099615486731	0.06498294950284506	3	0	-0.44934055735572587	1	1
PCF11	0.035577389116696986	0.020634729867178896	5	1	0.4491601307111053	1	1
RTKN	0.02253959851962145	1	6	0	0.4490190490274724	1	1
TEX10	0.004062220811386009	0.38789998906904094	9	0	0.44811300197954385	1	0.75
KDM2B	0.03552388334302219	0.2878868457742859	5	0	0.44795032724877726	1	1
SORBS3	0.017859144151628252	0.030045605026087108	12	1	0.44636555119236	1	1
HSD17B11	6.391456659824474e-16	0.018700140168357995	4	1	0.44588583214753846	1	1
GNE	4.3596148515894055e-9	2.649677745624726e-6	13	1	0.4457253750225763	1	1
SUGCT	0.023972375370441966	0.21481895549621832	5	0	-0.4454172801840031	1	1
SDHD	1.9019671265771437e-4	1.6100903323337994e-5	5	2	-0.44374462313141855	1	1
SHC2	0.027897846577559896	0.017359872621628015	3	1	0.4437020952834079	1	1
NFIC	0.012392197812652566	0.00604448283010859	3	1	0.44273636556195334	1	1
LOC113245930	0.03258331803097593	0.3329539464968248	10	0	0.4390406248110702	1	1
TXNRD1	0.009017876335746711	1	6	0	0.4380765635455849	1	1
RALGPS2	0.007306658379476036	0.012247589189295215	3	1	-0.43570126387582	1	1
SLC12A4	0.025605263618999015	1	12	0	0.43462867469774524	1	1
KCTD18	3.971136738726735e-5	0.5188345606122456	5	0	0.4339003131932346	1	1
UBE2Z	0.02900169504182364	0.0979839914605591	3	0	0.43316143610425306	1	1
TDRD3	0.013090660972252323	0.825179369977894	8	0	0.4329003925053544	1	1
SRP68	0.011346856685530262	0.07567554697564895	3	0	-0.4304078673692665	1	1
RGN	2.882929523049246e-5	0.0051540545574099055	6	1	0.4295077203788761	1	1
PABPC4	0.008307341057612752	1	7	0	0.42901830922856704	1	1
LIMS2	0.01890511481264763	0.014833907279166872	14	1	0.4286034328664825	1	1
CDK5RAP1	0.014419209885514846	1	7	0	0.42813790741823343	1	1
PHC2	0.03218557322301178	0.030910754213226803	3	1	0.4280657004835332	1	1
PDGFC	0.004403647679805248	0.024381833111696397	3	2	0.42675240440575224	1	1
STYX	0.005510792243901782	1	6	0	0.42651877771833446	1	1
SBNO2	0.004826485449057362	0.024574451761963663	3	1	0.4233582849128814	1	1
CFLAR	0.004883947625558604	0.001453980511056222	10	1	0.42310547545047444	1	1
ACTR3	2.454795584434471e-4	1.7446608084093498e-6	4	1	0.42279184026702954	1	1
MAST3	3.351865924625719e-5	1	8	0	0.4215150040686407	1	1
PPFIBP2	0.018141003833954283	0.003421676562200838	14	1	0.4210572033990593	1	1
GPC3	0.004826485449057362	0.0054707901303768436	3	1	-0.42010318651023426	1	1
MDN1	2.8293516022605183e-4	5.891414282613341e-6	3	1	0.41995226538395614	1	1
NXPE3	0.0324119736032766	1	4	0	0.41904957489540673	1	1
SLCO2B1	0.0014363731317097235	0.04651961918446576	11	1	0.4176301545417742	1	1
PIGR	1.4915974745352115e-6	5.433142201794153e-7	5	2	0.41689503550544244	1	1
LOC113260329	0.016770826350686927	0.026096868462921155	7	1	-0.41584368325756615	1	1
IL1R1	0.00990408150508621	0.00248457739776416	8	1	0.41410381654700557	1	1
TPMT	0.008072054779260126	0.7898218449830997	6	0	-0.4125645080134861	1	1
LRRCC1	0.04212313491716377	0.15503239978079283	6	0	-0.41245137387894965	1	1
PHYHD1	0.008959659431423675	0.033873845157087155	9	1	0.41149743646582376	1	1
WNK1	2.187802719464432e-14	3.57127938145088e-5	10	2	-0.4107522767537739	1	1
INVS	0.03417895414235705	1	7	0	0.41067993682752607	1	1
LOC113264440	0.014025200342499197	0.21372533808746186	6	0	0.4102897070342806	1	1
LOC113250565	0.033664849285619906	0.011886721925072057	3	1	-0.40989774167467385	1	1
ANKRA2	0.018336808125318262	1	6	0	-0.4088723554899377	1	1
RPS6KC1	0.042759592116837546	0.4773094439686911	13	0	0.4085444621700224	1	1
STK3	0.014627278348790854	1	10	0	0.40772195097748226	1	1
AUH	5.389223697581078e-4	0.006005891238714438	6	1	0.4072782999077864	1	1
TM4SF4	0.018985786259381632	0	2	2	0.4060308613154576	1	1
SAT1	2.7225708574120605e-4	0.12323105955284064	8	0	0.4059910742998014	1	1
UBE2V2	0.016770826350686927	0.018134257642225385	3	1	0.40549121932042653	1	1
PDLIM7	0.048135238406173675	1	11	0	0.405378222748063	1	1
MSMO1	0.039219911515406	0.049737199018771584	4	1	0.40503183826678724	1	1
TMEM45B	7.153891029574005e-5	0.15680763497263842	6	0	0.40458019992801625	1	0.75
PAK4	0.035577389116696986	0.12615420206682987	4	0	0.40431465940374134	1	1
TPP2	3.574201313779702e-5	0.004694558678889672	9	1	-0.4040800460479006	1	1
ND5	4.792588294536002e-4	0	2	2	0.40369031290930546	1	1
DPP9	0.003575659315947092	0.03101093473846476	5	1	0.4028465268483294	1	1
GEMIN5	0.006585169850088808	1	4	0	0.40262333335184475	1	1
COPS4	0.0011141670447964579	0.0021528251151567562	6	1	-0.4022380254468556	1	1
DMD	0.02056691632603314	1	10	0	-0.40203904242795274	1	1
TMEM94	0.005406044131728407	1	7	0	-0.40195253962470584	1	1
RBM23	7.768748060459189e-4	1	8	0	0.39972538261014795	1	1
XRCC5	0.011758462648002028	9.974565646016288e-4	8	1	0.39880642128983695	1	1
HPS5	5.91829723285613e-4	0.040441145276831916	13	1	0.39753509660116915	1	1
CSF1R	4.271903040620833e-4	0.18194942259904018	8	0	0.397403821583227	1	1
LGALS8	0.011401991837174415	1	10	0	0.39616815054368276	1	1
CCNH	1.1824962782640837e-4	0.838960165612648	4	0	-0.39566853821777015	1	1
TDO2	3.373955339251831e-6	0.032462691827409136	8	1	0.39528674562830657	1	1
GATD1	0.026330380140684	1	14	0	0.39454578984523414	1	1
PLEKHA5	0.033853736920219486	0.09368455039673516	9	0	-0.39350212049517264	1	1
JAG1	0.019268834410900708	0.002158404412364476	3	1	0.39329924095640334	1	1
DCXR	0.03226525143664119	0.03108945927391975	4	1	0.3922646198401558	1	1
LAS1L	0.003009469843362443	1	16	0	0.39170562853505103	1	1
APPL2	0.008174537845356556	0.005574373180245842	14	1	0.3913441338312186	1	1
IFI44L	4.204342784624603e-4	0.14554267385589909	13	0	0.39090902229304336	1	1
KYAT3	0.014933336817120366	1	7	0	0.3909033790825468	1	1
SBF2	0.0031189329997932417	1	5	0	0.39060509906579544	1	1
PROX1	0.001540129019051637	0.030435409191947427	7	1	-0.39054982256799176	1	1
ZMAT2	0.039520986192159505	0.00777649228468787	3	2	-0.39018695774787926	1	1
CUNH9orf3	0.01866813472643445	0.023922212217995405	4	1	0.3896375023550386	1	1
SLC49A3	0.008307341057612752	1	9	0	0.3893722764121394	1	1
GLB1	0.025204347196473114	1	9	0	0.3889903675099823	1	1
ACSS3	0.03552388334302219	0.02746401955404917	3	1	0.388083925038642	1	1
SUPT20H	0.001493828313530015	0.7463443087272194	13	0	0.3875471280729969	1	0.75
CCDC80	0.04532151480670739	1	5	0	0.38729365408034544	1	1
MAP1LC3B	0.007926695672122777	0.005821464551494255	4	2	0.3864246935857957	1	1
FAM172A	0.012392197812652566	0.17719499589623597	8	0	0.38611076563070457	1	1
NR2F2	0.02071400387501306	0.09380585911605024	5	0	-0.38551615208328377	1	1
B4GALT7	0.01808289446782104	0.4197381087333651	5	0	0.3842622734972927	1	1
EXOC1	0.0041807828743890855	1	7	0	0.3840356224202253	1	1
SPNS1	0.014419209885514846	0.3649037117002637	9	0	0.3835808675659338	1	1
TBL3	0.0041232853980485654	0.1334673106609818	9	0	0.38311340356159995	1	1
ESYT2	1.3743527691551575e-7	1.0154579712710494e-6	9	1	0.38216925774330923	1	1
RBMS2	0.005470708373620966	0.5449020571596153	11	0	-0.38210790990306825	1	0.75
MPC1	0.022409871748217524	0.04181861309046885	5	1	0.38188912923697493	1	1
MTR	6.133153599697701e-6	0.09208654940240545	5	0	-0.37899405546912973	1	1
HEATR1	0.02166613480407074	0	2	2	-0.378768988609243	1	1
SMU1	0.044243418789936886	0.0015809212492999777	7	1	0.3781696776452371	1	1
LOC113253457	3.024389389796485e-6	1	9	0	-0.3778056788600771	1	1
AKTIP	0.005933336136623081	0.01947222716193315	11	1	0.37735678693854047	1	1
USP3	0.0041232853980485654	0.2830444587913533	11	0	0.3760278095017442	1	1
ACOT12	0.009505074284652026	0.18073761687215156	12	0	-0.37556299716430064	1	1
TRPM3	4.327126935281948e-4	1	4	0	-0.375426608568803	1	1
MORC2	9.397127873641548e-6	1	8	0	0.37541233216820963	1	1
WSB1	0.00138718295083573	0.006496842237475953	7	1	0.3735948166820166	1	1
DHRS7B	0.009648182635865853	1	15	0	0.37205699139864923	1	1
MPRIP	0.0020015601154764902	0.0021920376610211306	6	1	-0.3711142960333238	1	1
MICU1	0.036647145118082515	1	7	0	0.37064383161347836	1	1
SNW1	0.02007478831320536	0.02734446371941336	4	1	0.3688515969405278	1	1
FBXO9	0.0098005929770661	0.04116049073165882	10	1	0.36884426429113937	1	1
ACOT6	0.003963070264189655	0.011067768427790208	5	2	0.3683561957157146	1	1
CDKN2AIP	0.026437694733295613	1	5	0	0.3666056273360745	1	1
WDTC1	0.004530685284778623	0.19997749113706495	5	0	0.36562659521518126	1	1
VAMP4	0.01890511481264763	1	8	0	0.36562430838710236	1	1
OXR1	5.118980187893298e-6	0.0018097047774866934	6	1	-0.36549727736820314	1	1
SELENOT	0.013737582858293733	0.2878930661871877	5	0	-0.3653264471396216	1	1
HNRNPH1	0.04070138697898953	0.06331557503369001	10	0	0.364058390737508	1	1
FAM214A	0.007926695672122777	0.20978625412401372	6	0	0.36398118940376384	1	1
LOC113241646	0.04403067989781027	1	4	0	-0.3609557496428853	1	1
TSC1	0.004603306002421411	0.10996170122162686	6	0	0.3607023069159602	1	1
ERP44	8.459112775945489e-5	0.4332809472446725	6	0	0.360315197739501	1	1
LOC113269632	0.006156982161593182	0.1303070113304828	5	0	0.3596662436123247	1	1
SLC20A2	0.019300912105165685	0.07358309015808588	4	0	0.3589753374033234	1	1
PRMT9	0.01693214314107386	0.4762117983146144	6	0	-0.35872789959429957	1	1
DCAF11	6.229470731589378e-4	0.09331022678344535	14	0	0.3584019751608187	1	1
RNF43	0.03063119182654699	0.30322029809976825	5	0	0.3577643622539982	1	1
PROS1	0.0441345938959602	0.013019795514890617	3	1	0.3573684006929689	1	1
FAR1	3.6218480870027626e-5	0.01367262186877134	7	1	0.357276659513109	1	1
FAN1	0.03648751047130026	1	8	0	0.35714760993087263	1	1
ANTXR2	0.0016927750305801535	0.2922731538434731	4	0	0.3557821239384644	1	1
KIFAP3	0.035173487026652496	0.31796131405894285	6	0	0.35536766735300884	1	1
SLC30A7	4.729943553123833e-4	0.014193242964723823	4	1	0.3550331140236964	1	1
LOC113241317	0.014164854783261313	0.8429382186394991	6	0	-0.3541707321377837	1	1
SMYD1	7.604817459535667e-4	0.8462175245904205	4	0	0.3540963028123105	1	1
MBTD1	0.012263033278099406	0.41829257599108177	3	0	-0.3537183846564482	1	1
TRABD	0.03145216925563147	0.5235334219134234	10	0	0.35315382283559443	1	1
CDV3	0.004462469685579846	0.014894861971365041	4	1	0.3530074807670353	1	1
UAP1	1.2582053194166309e-5	0.2874856200005082	14	0	0.35110842125791875	1	1
LOC113253337	0.039868477083735775	1	10	0	0.35087942266217054	1	1
EXOC2	0.005030069502112682	0.00883786683517428	9	1	0.349916686084409	1	1
CAVIN1	1.6007812767244966e-7	2.905293466902864e-10	4	2	0.34982955101761515	1	1
ACADL	3.8894060686114326e-4	0.009374677267777265	7	1	0.3495977401546399	1	1
IFT81	0.014627278348790854	0.44125079746372553	8	0	0.3485451013084328	1	1
ZBTB41	0.03226525143664119	0.05301325681772743	3	0	0.3480550197521458	1	1
RMND1	0.01647152447495332	0.7723687646689565	8	0	-0.34792348491917224	1	1
TNFSF10	5.027102051008626e-5	0.007860910259342085	9	1	-0.3475702093529963	1	1
NAP1L4	0.010848812665775823	1	9	0	0.3471203483910912	1	1
LUC7L	8.122158169545331e-4	0.3982933313455135	9	0	0.3456913617909303	1	1
TBC1D15	0.003496125898561087	1	11	0	0.3442874928121368	1	1
LOC113263209	0.0491733456711597	1	8	0	-0.3430084711510219	1	1
GPD1L	0.03226525143664119	0.7909689627703548	6	0	0.3424337841706395	1	1
C1S	0.005100698895387672	0.002187466998147883	3	1	0.34240351581429723	1	1
CDC27	0.036091065236443204	0.7545321180275364	10	0	0.3420702412690771	1	1
SORBS1	6.188690473902288e-7	0.0028912534415497077	13	1	0.3418014731309053	1	1
LTBP1	0.01585392361197919	1	7	0	0.3414488516138647	1	1
CCDC186	0.0332209655209815	1	4	0	-0.34086566358598636	1	1
PLK2	3.544482712304364e-4	8.989827641416471e-5	4	2	0.3395081498922954	1	1
USP47	0.004984594250855218	1	10	0	0.3386525077001129	1	1
TMEM59	4.952731467923811e-6	0.004898491802694914	7	3	0.33827340622707147	1	1
TAX1BP1	0.002936682236990332	0.4166349749041318	10	0	0.3371689814906792	1	1
SCFD1	0.04088225154227065	1	9	0	0.3369792723522286	1	1
GRAMD2B	0.013257405827303784	1	4	0	-0.3361378300253226	1	1
AP2B1	0.034497283318462496	0.014077536083616516	5	1	0.3356302040270101	1	1
SRP19	0.013812997948278647	1	4	0	-0.3348585822638657	1	1
FAM13B	0.0010940235446224094	0.14342562125121525	7	0	-0.3343465939664838	1	1
LOC113244413	0.014769848629451363	1	6	0	-0.33426038161453814	1	1
SLC6A6	0.012392197812652566	0.12167147643557397	7	0	0.3340199822936898	1	1
GNPNAT1	1.5472216993844185e-5	0.03971449162189299	10	1	-0.3336636328156363	1	1
RABEPK	0.0015270484590253301	0.029716466987627883	7	1	-0.3332770934343342	1	1
SDC2	7.729508123896693e-5	1.50880325275053e-6	3	2	-0.333047642928731	1	1
ALDH3A2	8.605034707831031e-5	0.0019833954510533993	16	1	0.3329969813417195	1	1
DNASE1	0.04070138697898953	1	9	0	0.332538997180822	1	0.5
SAR1B	0.02810552155954424	0.8284449329878458	5	0	0.3319724475335136	1	1
TMEM254	0.00720930413610708	1	8	0	0.3319391795031198	1	1
EFL1	0.004530685284778623	0.49278792469157495	5	0	-0.33047854688574146	1	1
PPP2R5C	0.002811403463241241	1	13	0	0.33029174270434164	1	1
PEX11A	0.012717725309852336	1	7	0	0.3292149105183193	1	1
SPRY1	0.012242304722388344	0.0012424851816442743	6	1	0.32912377409710775	1	1
PPIP5K1	0.0010322499098258844	1	11	0	0.32907323304066105	1	0.75
ACAD8	0.04375578066649146	1	5	0	-0.3277569170677841	1	1
EFR3A	0.02271069625214452	0.1719835972519527	8	0	0.32715232445196096	1	1
ABCD3	0.008812997022084039	1	10	0	0.3261326246185448	1	1
GPAM	2.3860839601789916e-8	0.02123136196340884	14	1	-0.32578066162746927	1	1
LOC113262289	0.025625635348032402	1	12	0	-0.3248010589088667	1	1
XPO1	0.0449952094128762	1	10	0	0.324479442375111	1	1
CCT4	0.047926901648600105	0.22853357293732005	5	0	0.3242719302259516	1	1
PPP6R3	4.468238595155701e-4	1	18	0	0.32420671351903685	1	1
ZFX	0.002316470705368494	0.12426227263951883	3	0	0.32394650654814094	1	1
LOC113243547_LOC113243545	0.03526512174284331	0.2779876163097014	11	0	-0.32343706429918	1	1
PAWR	0.04643760530180831	0.03474347727584123	4	1	-0.3232566422819426	1	1
ADGRF5	0.0032602918464338364	0.12364244436283899	6	0	0.3227726718357879	1	1
LRRC61	1.1274489651124057e-5	0.16829152574049766	8	0	0.3226930387765144	1	1
PECAM1	0.019082458845665024	0.34584254385698465	7	0	0.32254643253068743	1	1
ACLY	0.00990408150508621	0.28785547038226406	11	0	0.3224734345556183	1	1
RRBP1	0.02240865162698723	0.02909475678983445	11	1	0.32244773856978265	1	1
PPARA	0.01364117980325153	0.015066675197450086	6	1	0.32233963345628713	1	1
THOC1	0.008812997022084039	1	11	0	0.32181015014578335	1	1
ENTPD5	0.03716908095941574	0.02338099801180347	3	1	0.3216342110950038	1	1
PABPC1	2.0583349376719178e-13	1.50338390336294e-7	6	2	0.32128652220409437	1	1
TNIK	0.015871915875369645	1	6	0	0.32000853504186144	1	1
ATP9B	0.011479570684920531	0.025314897721116315	11	1	0.31986645951712966	1	1
VCAN	6.6925356126160105e-6	0.009997008429956747	7	1	0.3193430586652889	1	1
FOPNL	0.020436763193048314	1	6	0	0.3155785039210649	1	1
RMDN2	0.01364117980325153	0.25371176472910123	6	0	0.3151575343359433	1	1
DNAJC10	0.020863350929101562	1	8	0	0.31497739634492866	1	1
NSMCE4A	0.030353188950603363	0.004998540498243363	4	1	0.3147508606679329	1	1
TTC21B	0.012879365881668789	1	10	0	-0.31449219437511533	1	1
PDP1	0.027620179498601415	0.2874010641220816	3	0	0.3134612157006649	1	1
PANK1	0.02790195039797487	1	4	0	0.31295511137285204	1	1
MYLK	0.0323737421912309	0.06150830027676156	10	0	-0.3119003280122261	1	1
SEMA6A	0.032192225112547254	0.1957906105615985	4	0	0.3116156398094504	1	1
PGGHG	0.008538605777631936	0.6009090360764737	11	0	0.31145410550635705	1	0.75
PRELP	0.03988300004957266	0.3215094240246833	3	0	0.3111141197044044	1	1
CES1	0.030353188950603363	0.05866660030204864	5	0	0.31094574661227875	1	1
FYCO1	0.012717725309852336	0.042258440298530243	3	1	0.3104849581825665	1	1
DERL2	0.029185676760304743	0.1738915200331424	7	0	0.3100015356006842	1	1
NDRG2	7.214503261702401e-4	1	9	0	0.3097028008910034	1	1
TARS	1.0929439246249314e-4	0.31316247787457197	7	0	0.3081341428636909	1	1
TBC1D4	0.004603306002421411	1	5	0	0.30745730820036576	1	1
BCL2L11	0.027620179498601415	1	12	0	0.3065421869834206	1	1
NAPRT	0.01712159107409605	1	9	0	0.30654029795778387	1	1
NID2	0.017378415006314003	1	6	0	0.30623384661662134	1	1
LRCH1	0.02098002039915819	0.017961548144793078	6	1	0.3058757171866962	1	1
LOC113250606	4.911337022085717e-4	0.604081065015735	12	0	-0.3050319075195612	1	1
PLA1A	0.0018425927770202965	0.3754212560120693	6	0	-0.3048184829807373	1	1
DHX15	0.044637859559783694	0.5957575275573376	8	0	0.3043234939670884	1	1
CSNK1A1	1.895670536182519e-8	2.643009746741166e-7	8	2	0.3031844839136086	1	1
FBLN1	1.1517297622064165e-4	8.605053891847657e-5	4	1	0.3030800171263026	1	1
STAG2	0.004174320366892172	0.25406664411869845	10	0	0.30290320974689783	1	1
VCL	1.0144213544801044e-4	1.436884130642229e-4	5	1	0.3026720952396541	1	1
U2AF2	0.02486569006190156	1	8	0	0.3026217753026335	1	1
KLC1	0.002645644706449635	1	14	0	0.3023287642244329	1	1
PDZK1	0.018978985206664457	1	7	0	0.30199202892005567	1	1
MAPK14	1.0929439246249314e-4	0.032967696551534746	12	1	0.30197298422253177	1	1
SP3	0.013964424613826269	1	6	0	-0.301682898972239	1	1
XDH	0.021029509108423335	0	2	2	0.3003482398352234	1	1
AHI1	0.028733326480974757	0.9798375109954003	10	0	0.29986797549540817	1	0.75
LOC113264927	6.698085522602585e-5	1	16	0	0.2984185997814254	1	1
COL1A1	0.00503773048588992	0	2	2	-0.2978659433871683	1	1
RPRD2	0.0049811898562824326	0.18573692584599744	8	0	0.2977213402202126	1	1
ARHGEF3	0.004964827027380338	1	13	0	0.2974860814449991	1	1
NR2C1	0.017435737465900523	0.23433070528860214	5	0	-0.2973557986484905	1	1
INO80	0.00550220565912021	0.0785685484632621	3	0	-0.29716068101783094	1	1
ACSS2	0.03993703297728026	1	10	0	0.296975108403447	1	1
SRSF4	0.04608337365281406	0.5755353870438986	4	0	0.2961057697689562	1	1
ARID4A	0.01712159107409605	0.15546528434841203	4	0	0.2959847040498553	1	1
LONP2	0.013300355645133065	0.0078087711684639675	8	1	0.2959239006515709	1	1
LOC113247645	1.1766845270992108e-5	0.0633985955129854	8	0	0.29587493825213584	1	1
BIRC2	1.4153339667238374e-4	1	8	0	0.29412271222686637	1	1
ATP6V0A1	0.004949157308553063	0.19110466996239206	12	0	0.29400387807336475	1	1
FAT1	0.03294622216242058	0.05216446283516844	6	0	-0.29387632840455236	1	1
NAMPT	0.009669557526003649	1	5	0	0.29300621197898896	1	1
MED15	0.018296930340547114	1	8	0	0.29202907809541323	1	1
LMO7	0.0014830738204496508	0.07364470138751913	11	0	0.2916665775273885	1	1
SLAIN2	0.0023478467854468397	1	7	0	0.2904834853340355	1	1
LRBA	0.005300051370624303	0.7849277940012912	10	0	-0.2902747438846438	1	1
DOCK1	8.43784465618489e-5	0.014887256895404929	11	1	0.289018464791211	1	1
PAM16	0.0031362230512634965	1	6	0	0.2886600136504616	1	1
GLO1	0.03145216925563147	0	2	2	0.2881830985183286	1	1
LOC113263700	0.004403647679805248	0.012749791369381295	4	1	-0.28764282589698364	1	1
BCLAF1	0.041102278509676064	1	10	0	-0.2875874803835117	1	1
DECR2	0.009970840021720611	0.08118446884016389	8	0	0.2869586731772504	1	1
ANXA11	1.7177595276203974e-4	1	11	0	0.28579712916176864	1	1
MYO6	0.027620179498601415	1	13	0	-0.2855667689849975	1	1
RAI14	0.0020944360077587475	0.030111249975651632	10	1	0.2848995906217449	1	1
KAT7	0.04389361796710948	1	8	0	0.2843875956567374	1	1
KLHL24	0.0011675397137061018	0.624592933868186	10	0	0.28396419083873436	1	1
GOLIM4	0.007945719823985705	0.4072557016384908	9	0	0.2835891210981675	1	1
ADD1	0.004200262806027838	0.01997151242344328	5	1	0.2823282965497923	1	1
FN1	0.012499369884870973	1	10	0	-0.28209371660894605	1	1
NMT2	0.04701683121547537	1	8	0	0.28162345052780247	1	1
LOC113244018	0.018832546590708366	1	3	0	-0.2814348220231698	1	1
PLEKHB2	0.029808902781825138	0.12195117880477685	7	0	-0.28092180845759696	1	1
HIF1A	0.0206028804821315	1	10	0	0.28074926219231877	1	1
YES1	0.04948837171295671	1	5	0	0.2807417423543665	1	1
PHKG2	0.03654396451486244	1	14	0	0.2801760034925716	1	1
CIRBP	0.04404985039530432	1	8	0	0.27989181437093413	1	1
TUBGCP2	0.02195844008317765	1	8	0	0.278901630996026	1	1
UNK	0.039297938378640346	1	13	0	0.27862333410669926	1	1
AQP9	0.03907934990939494	1	9	0	0.2783511384827367	1	1
IBTK	0.01394638551186857	1	12	0	0.27820883373742444	1	1
UBE2D3	0.03133661564616329	0.1646208268855423	9	0	0.2771058604767541	1	1
DENND2D	0.026400878234925287	1	10	0	0.27704310647493147	1	1
CCDC47	0.01450974742058943	0.030929722818157722	6	1	-0.27666903707531426	1	1
LOC113262286	6.921675535427427e-7	0.05305845247820254	15	0	0.27656343463881417	1	1
CARF	0.04177477130042673	1	10	0	0.27633927083849746	1	1
LOC113262000	0.0010049398159486056	0.0184655061085824	8	1	-0.27578692591308734	1	1
NCAPH2	0.018978985206664457	1	10	0	0.2739707923985464	1	1
SYNE1	0.04110889358615632	1	11	0	0.27317323067793825	1	1
HAUS6	0.026243619144019795	0.18735299772597988	5	0	0.27269368646169106	1	1
STK38	0.0020411590655909436	1	9	0	-0.2725909477461978	1	1
PHIP	0.0020411590655909436	1	4	0	-0.27257897260595393	1	1
SMARCA2	6.750707381745884e-6	0.04761321274592928	11	1	0.2725715385094211	1	1
COL3A1	0.0012406365418594228	1	6	0	-0.27213061268453054	1	1
PRPF39	0.007948710949479004	1	14	0	0.27132258950299626	1	1
DGLUCY	0.008039074626452975	1	11	0	0.27129624601485836	1	0.75
CCNL2	0.01242466252322227	1	9	0	-0.27073673086569394	1	1
UROS	0.004005256186984103	1	13	0	0.2706908673467397	1	1
ATXN1	0.012392197812652566	0.03269306838076216	8	1	0.2706211073346657	1	1
TMEM260	0.012544944325859793	0.5669983539664731	5	0	0.27014969283159507	1	1
RXRA	6.060534307036712e-4	2.3876564182735353e-5	3	1	0.2697882202604184	1	1
ALDH4A1	0.03988300004957266	1	7	0	0.2685157922560334	1	1
GTF2H1	0.030759821235030536	1	9	0	0.26846266987922607	1	1
EIF4G2	0.01091305682746193	0.14208546704311642	7	0	-0.2681513098007501	1	1
ARNT	0.002067108741501014	0.0028471500810441906	10	1	-0.26751647529482997	1	1
TBL1XR1	0.018236955568893407	0.20367398929155667	10	0	0.26739890892819196	1	1
EXOSC2	0.013812997948278647	1	11	0	0.2672545277477747	1	1
TAF1	0.004646128549727233	0.30670277291583015	9	0	0.2659649954949138	1	1
CCPG1	0.0026870031950147234	1	9	0	-0.26508797027798514	1	1
HNRNPF	0.002092595949441421	0.877006817996295	11	0	-0.263164705566354	1	1
ENOSF1	0.039196867799623024	0.2254589103279399	6	0	0.2630791968781495	1	1
EVL	0.01718709983966545	1	3	0	0.26300114006606057	1	1
SMC1A	0.0014658886987552126	0.00536216957893761	6	1	0.26263971478002057	1	1
TMEM150A	0.011080944612113827	0.5469405122666381	9	0	0.26224940617905196	1	1
LOC113249364	0.026400878234925287	0.8854762120023563	8	0	0.2615463384956358	1	1
GLUL	0.0028238429031379243	1.1087027263704432e-4	5	2	0.26143756420530107	1	1
ESR1	0.004174320366892172	0.8052083891032302	6	0	0.26067966396473385	1	1
PHKA2	0.004174320366892172	1	8	0	0.2591152301236144	1	1
LOC113262256	0.01235314922057173	1	11	0	0.258968985993516	1	1
POMT1	0.01772046410786968	1	12	0	0.2589471457771156	1	0.75
ACBD4	0.044128435862127655	1	15	0	-0.25891651282191713	1	1
WDR33	0.03282461576330847	0.06607892351627058	9	0	-0.2584015308474387	1	1
AGPS	1.2157286765764693e-5	0.008485442308025651	8	1	0.257835251571832	1	1
PER1	0.02750731180458151	1	12	0	0.25703740011796206	1	1
WWP1	0.00134212666724686	1	12	0	-0.25619622313530604	1	1
LARP1B	0.04338053740675692	1	10	0	0.2557542948299998	1	1
SORBS2	0.001485431182555139	0.7212790203637355	11	0	0.2554582225660933	1	1
SECISBP2L	0.011080944612113827	0.03223984216160264	6	1	-0.25496278879720935	1	1
ALDOB	0.016752067383917334	1	7	0	0.2549371003816751	1	1
UCHL5	0.01001695878151935	1	7	0	0.25377371981635416	1	1
ABLIM3	0.017802432433910952	1	8	0	0.2523535770840911	1	1
ANXA5	0.008692655690998252	0.00039204665123416654	5	1	-0.25218618896985057	1	1
BRD8	0.007935588250175414	1	19	0	0.25169484857617863	1	0.75
GPD1	0.015733606525751724	1	7	0	0.25086680105135484	1	1
ARGLU1	0.01977800686200716	0.05273225906552272	7	0	-0.25064852862158293	1	1
ATP11B	0.01620673345184338	1	6	0	0.25007834851084265	1	1
TMEM43	0.0021693728221201017	0.004068581842714511	5	1	0.24977730306989002	1	1
STOM	3.898914308501345e-6	0.005076759304105948	9	1	0.24947701305386805	1	1
ZNF207	0.03654424292949585	1	8	0	0.24896863280029485	1	1
PC	0.026437694733295613	1	15	0	0.24754109117881104	1	1
RBM6	0.012797797533495012	1	13	0	0.24742222233645708	1	1
MIA3	1.1387093907194035e-4	0.19932047235574027	12	0	-0.2467178539431403	1	1
CXCL12	3.970446693670345e-5	0.2805719299670654	4	0	-0.24451259399390798	1	1
DSP	0.03610935763637624	0.04426593136026782	5	1	-0.24445374688794164	1	1
NFE2L1	0.019112208931531857	0.6344859701602424	6	0	0.24420416730055355	1	1
ABCG2	0.00450897037204414	1	12	0	-0.243856249577301	1	1
MTUS1	4.349025274675609e-9	1	16	0	0.2434802948797017	1	1
JADE1	0.0010077241753468948	0.09525026879964552	10	0	-0.24277100567461615	1	1
