Orthogroup	ursMar.longCDS.prots	homSap.longCDS.prots
OG0001882	rna17133, rna17134	ENST00000376214.5
OG0001883	rna26997	ENST00000320634.7
OG0001884	rna20377	ENST00000395422.3
OG0001885	rna20609	ENST00000259467.8
OG0001886	rna10509	ENST00000527673.1
OG0001887	rna3624	ENST00000351328.7
OG0001888	rna26699	ENST00000409858.7
OG0001890	rna29851, rna36193	ENST00000240651.13
OG0001891	rna14183, rna14184	ENST00000636465.1
OG0001892	rna15239	ENST00000378396.1, ENST00000333976.5
OG0001893	rna15264	ENST00000313022.2, ENST00000313503.1, ENST00000313472.3
OG0001894	rna15287, rna15286	ENST00000302270.1
OG0001895	rna15305, rna15304	ENST00000526538.1, ENST00000526812.3
OG0001896	rna30281	ENST00000312403.9, ENST00000378149.7, ENST00000325558.10
OG0001897	rna30329, rna30328	ENST00000378024.8
OG0001898	rna32055	ENST00000311445.6
OG0001899	rna21509, rna21511	ENST00000601538.5
OG0001900	rna21441	ENST00000525077.1
OG0001901	rna27743	ENST00000411763.6
OG0001902	rna15450	ENST00000313871.8, ENST00000313871.8_PAR_Y
OG0001903	rna33878, rna33877	ENST00000573500.5
OG0001905	rna20145	ENST00000493277.5
OG0001906	rna20212, rna20214	ENST00000622764.2
OG0001907	rna4935	ENST00000252797.6, ENST00000568114.1, ENST00000568028.1, ENST00000569360.1
OG0001908	rna4880	ENST00000308893.8
OG0001909	rna4854	ENST00000569622.5, ENST00000380596.9, ENST00000305321.4
OG0001910	rna18636	ENST00000219837.11
OG0001911	rna18601	ENST00000620755.4, ENST00000263012.10, ENST00000381474.7
OG0001912	rna18546, rna18547, rna18548, rna18549	ENST00000598234.5
OG0001913	rna18489	ENST00000425059.1, ENST00000611639.1, ENST00000262374.9
OG0001914	rna18385	ENST00000219596.5
OG0001915	rna18318	ENST00000005995.7, ENST00000399677.3, ENST00000234798.4
OG0001916	rna18234	ENST00000211076.4, ENST00000611196.4, ENST00000461509.6
OG0001917	rna18175	ENST00000252951.2
OG0001918	rna11945	ENST00000317802.8, ENST00000368608.3
OG0001921	rna23924	ENST00000286788.8
OG0001922	rna10714	ENST00000393141.6, ENST00000444739.6, ENST00000533400.5
OG0001923	rna7806, rna7805	ENST00000524981.8
OG0001924	rna30232	ENST00000612612.5, ENST00000281031.4
OG0001925	rna30053, rna30054	ENST00000360213.1
OG0001926	rna32624	ENST00000330597.3, ENST00000380259.6, ENST00000380237.5
OG0001928	rna1604	ENST00000366552.6
OG0001929	rna1602	ENST00000366554.2
OG0001930	rna21376	ENST00000367126.4
OG0001931	rna5413	ENST00000358671.9, ENST00000271450.10, ENST00000466542.6
OG0001932	rna22648	ENST00000367975.6
OG0001933	rna2337	ENST00000358377.6, ENST00000319675.4, ENST00000333141.6
OG0001934	rna34751	ENST00000378785.6, ENST00000308647.7, ENST00000378755.9
OG0001935	rna29984	ENST00000296412.12
OG0001936	rna13169	ENST00000304062.10, ENST00000359546.8
OG0001937	rna33938, rna20579	ENST00000348462.5
OG0001938	rna26644	ENST00000638797.1
OG0001939	rna26684	ENST00000457950.5, ENST00000471521.5
OG0001940	rna12938	ENST00000382071.6, ENST00000382140.3
OG0001941	rna29629	ENST00000378319.7
OG0001941	rna29621	ENST00000354234.8
OG0001942	rna29500	ENST00000343788.10
OG0001943	rna4556	ENST00000257336.5, ENST00000639435.1, ENST00000355739.8
OG0001944	rna36023, rna33443	ENST00000556246.2, ENST00000252835.4, ENST00000550708.1
OG0001945	rna36008	ENST00000336811.10, ENST00000553909.1
OG0001946	rna36007	ENST00000555835.2
OG0001947	gene24910	ENST00000611116.1
OG0001948	rna31734	ENST00000561419.1, ENST00000530611.1, ENST00000261789.8
OG0001949	rna33421, rna13247	ENST00000549185.5, ENST00000310850.8
OG0001950	rna2560	ENST00000442123.6
OG0001952	rna33481	ENST00000257068.2, ENST00000509111.2, ENST00000307161.5
OG0001953	rna33201, rna33198	ENST00000334662.2
OG0001954	rna33213	ENST00000291574.8
OG0001954	rna32394	ENST00000623998.1
OG0001955	rna23963	ENST00000300255.6
OG0001956	rna23849	ENST00000285670.6, ENST00000400562.1
OG0001957	rna31265	ENST00000446879.5, ENST00000442633.1
OG0001958	rna2711, rna32321	ENST00000361910.8
OG0001959	rna27653	ENST00000312295.4
OG0001960	rna25820	ENST00000395831.7
OG0001961	rna25844	ENST00000223321.8, ENST00000442788.5
OG0001962	rna6166	ENST00000401412.5
OG0001963	rna6210	ENST00000372879.8
OG0001964	rna30390	ENST00000457545.6, ENST00000359579.4, ENST00000285930.8
OG0001966	rna32373	ENST00000461940.5
OG0001967	rna32314, rna8848	ENST00000498181.6, ENST00000611999.4
OG0001968	rna186	ENST00000523374.5, ENST00000344302.8
OG0001970	rna20627, rna20624	ENST00000373688.2
OG0001971	rna31150	ENST00000570156.6
OG0001972	rna20713	ENST00000296871.3
OG0001973	rna34103	ENST00000439211.6, ENST00000314636.2
OG0001974	rna13290, rna25675	ENST00000306675.3
OG0001975	rna13387	ENST00000446148.6
OG0001976	rna31664	ENST00000296564.8
OG0001977	rna31679	ENST00000469176.1
OG0001978	rna12817	ENST00000377524.7
OG0001979	rna35662, rna32646	ENST00000326799.7
OG0001980	rna35961, rna35962	ENST00000639629.1
OG0001981	rna25404	ENST00000295569.11
OG0001981	rna3739	ENST00000416284.7
OG0001982	rna3804	ENST00000258149.9
OG0001983	rna7750	ENST00000318066.6, ENST00000618570.1
OG0001984	rna7751	ENST00000547098.5
OG0001987	gene13924	ENST00000390392.3, ENST00000390357.3, ENST00000390387.3
OG0001990	rna19426	ENST00000377931.1, ENST00000377930.1, ENST00000452123.3, ENST00000614894.4, ENST00000434815.1
OG0001991	gene24364, gene24267, gene26068	ENST00000390440.2
OG0001996	rna24302	ENST00000267812.3
OG0001997	rna15424	ENST00000337979.8
OG0001998	rna31305	ENST00000320963.9
OG0001999	rna26998	ENST00000293599.6
OG0002000	rna32419	ENST00000371929.7
OG0002001	rna1567	ENST00000553809.5
OG0002002	rna29790	ENST00000240617.9
OG0002003	rna27517	ENST00000525954.5
OG0002004	rna15988	ENST00000494072.3
OG0002005	rna15981	ENST00000449199.6, ENST00000375155.7
OG0002006	rna15969	ENST00000602662.1, ENST00000289749.6
OG0002007	rna15961	ENST00000375105.7
OG0002008	rna15955	ENST00000264198.4
OG0002009	rna15952	ENST00000415136.6
OG0002010	rna15947	ENST00000312239.9
OG0002011	rna15938	ENST00000344642.6
OG0002012	rna15934	ENST00000337107.10, ENST00000290122.7
OG0002013	rna15930	ENST00000400259.5
OG0002014	rna15925, rna15924	ENST00000374642.7
OG0002015	rna15923	ENST00000374640.8
OG0002016	rna15885	ENST00000327535.5
OG0002017	rna15859	ENST00000342055.9, ENST00000294413.11
OG0002018	rna15854	ENST00000361547.6, ENST00000527604.1
OG0002019	rna15815	ENST00000270792.9
OG0002020	rna15753	ENST00000373836.4
OG0002021	rna15732	ENST00000343067.8
OG0002022	rna15711	ENST00000373736.6, ENST00000523211.5
OG0002023	rna15689	ENST00000327300.11
OG0002024	rna15668	ENST00000609129.1, ENST00000480336.1
OG0002025	rna15647	ENST00000354858.10
OG0002026	rna15631	ENST00000291416.9
OG0002027	rna15604	ENST00000357182.8, ENST00000487874.1
OG0002028	rna15596	ENST00000357214.5
OG0002029	rna15564	ENST00000356637.9
OG0002030	rna15542	ENST00000427468.6
OG0002031	rna15536	ENST00000373019.4
OG0002032	rna35143, rna15519	ENST00000331593.5, ENST00000372827.7
OG0002033	rna35134	ENST00000372797.7
OG0002034	rna35132	ENST00000433473.7
OG0002035	rna21209	ENST00000428554.6
OG0002036	rna21203	ENST00000603943.5, ENST00000372525.5
OG0002038	rna21158	ENST00000532642.5
OG0002039	rna21124	ENST00000372086.3
OG0002040	rna21095	ENST00000372003.5
OG0002041	rna21092	ENST00000442598.5
OG0002042	rna21085	ENST00000243167.8, ENST00000374900.4
OG0002043	rna21029	ENST00000447887.5
OG0002044	rna21020	ENST00000313334.12
OG0002045	rna20993	ENST00000371514.7
OG0002046	rna20988	ENST00000620347.4
OG0002047	rna20978	ENST00000628545.1
OG0002048	rna20972	ENST00000361921.7
OG0002049	rna20970	ENST00000454397.1, ENST00000371378.6
OG0002050	rna20959	ENST00000534324.5, ENST00000637610.1
OG0002051	rna20953	ENST00000421030.6, ENST00000414150.6
OG0002052	rna20951	ENST00000371279.3
OG0002053	rna20946	ENST00000371265.4
OG0002054	rna11389	ENST00000370995.6
OG0002055	rna11356	ENST00000326637.7, ENST00000557284.6
OG0002056	rna11346	ENST00000370834.9
OG0002057	rna11338	ENST00000354567.6
OG0002058	rna11293	ENST00000370645.8
OG0002059	rna11287	ENST00000342203.7
OG0002060	rna11264	ENST00000451137.6
OG0002061	rna11248	ENST00000616170.4
OG0002062	rna11245	ENST00000370550.9, ENST00000370548.3
OG0002063	rna31932	ENST00000544844.5
OG0002064	rna11212	ENST00000370454.8, ENST00000370453.5
OG0002065	rna19284, rna19283	ENST00000370214.8
OG0002066	rna19274	ENST00000370203.8, ENST00000604534.5
OG0002067	rna26474	ENST00000370001.7, ENST00000357393.5
OG0002068	rna26475	ENST00000406462.6
OG0002069	rna26499	ENST00000357155.1
OG0002070	rna26548	ENST00000256644.8
OG0002071	rna26578	ENST00000369732.3
OG0002072	rna19362	ENST00000359785.9
OG0002073	rna29006	ENST00000543831.5, ENST00000369413.7
OG0002074	rna29004	ENST00000369406.7
OG0002075	rna30583	ENST00000313835.13, ENST00000314163.11
OG0002076	rna30599	ENST00000583313.6
OG0002077	rna17085	ENST00000369168.4, ENST00000369384.8
OG0002078	rna17053	ENST00000369109.7
OG0002079	rna17027	ENST00000369016.8
OG0002080	rna16991	ENST00000368881.8
OG0002081	rna16947	ENST00000368811.7
OG0002082	rna16928	ENST00000307098.4, ENST00000368762.1
OG0002083	rna5815	ENST00000409947.5
OG0002084	rna5846	ENST00000285814.8
OG0002085	rna17182	ENST00000272638.13
OG0002086	rna6898	ENST00000637559.1
OG0002087	rna6923	ENST00000397283.6
OG0002088	rna6935	ENST00000628904.2
OG0002089	rna19064	ENST00000329913.3
OG0002090	rna6970	ENST00000360534.7
OG0002091	rna6978	ENST00000437150.6
OG0002092	rna7042	ENST00000295240.7, ENST00000513963.1
OG0002093	rna7091, rna7092	ENST00000409176.6
OG0002094	rna7167	ENST00000249499.7, ENST00000470747.4
OG0002095	rna7237	ENST00000339098.9
OG0002096	rna7238	ENST00000295108.3
OG0002097	rna6211, rna7287	ENST00000261024.6
OG0002098	rna7292	ENST00000392350.7
OG0002099	rna7367	ENST00000604458.1
OG0002100	rna7388	ENST00000359878.7
OG0002101	rna7498	ENST00000236957.9
OG0002102	rna7564	ENST00000352451.3
OG0002103	rna11179	ENST00000354785.8
OG0002104	rna11151	ENST00000315717.9
OG0002105	rna11125	ENST00000295731.6
OG0002106	rna11120	ENST00000318673.6, ENST00000455516.6
OG0002108	rna11094	ENST00000336576.9
OG0002109	rna9637	ENST00000521688.5
OG0002110	rna11060	ENST00000446656.3
OG0002111	rna11000	ENST00000295190.8
OG0002112	rna10994	ENST00000415673.6, ENST00000392045.7
OG0002113	rna10990	ENST00000340126.8
OG0002114	rna10985	ENST00000326427.10
OG0002115	rna10909	ENST00000411486.6
OG0002116	rna10900	ENST00000392011.6
OG0002117	rna32358, rna10874	ENST00000295550.8
OG0002118	rna10863	ENST00000316997.8
OG0002119	rna10861	ENST00000272930.8, ENST00000449191.1
OG0002120	rna10842	ENST00000307300.8
OG0002121	rna10821	ENST00000407834.3, ENST00000429564.1
OG0002122	rna10808	ENST00000391975.5
OG0002123	rna33168	ENST00000400314.5
OG0002124	rna31353	ENST00000562212.5
OG0002125	rna17580	ENST00000417912.6
OG0002126	rna35963	ENST00000423113.5
OG0002127	rna15084	ENST00000390015.7
OG0002128	rna9902	ENST00000296509.10
OG0002129	rna26372	ENST00000600377.1
OG0002130	rna20650	ENST00000321582.9
OG0002131	rna9541	ENST00000520552.5
OG0002132	rna34288	ENST00000382477.6
OG0002133	rna31074	ENST00000295633.7
OG0002134	rna19884	ENST00000237530.10
OG0002135	rna16436	ENST00000358901.10
OG0002136	rna35549	ENST00000311268.7
OG0002138	rna30070	ENST00000300738.9
OG0002139	rna31171	ENST00000540096.2, ENST00000248211.10
OG0002140	rna31193	ENST00000537262.1, ENST00000428960.3
OG0002141	rna9027	ENST00000238156.7
OG0002142	rna9084	ENST00000280557.10
OG0002143	rna9087	ENST00000328880.5, ENST00000528880.2
OG0002144	rna9100	ENST00000267199.8, ENST00000535844.1
OG0002145	rna9110	ENST00000538010.5
OG0002146	rna9112	ENST00000541212.5, ENST00000546333.1
OG0002147	rna9159	ENST00000620084.4
OG0002148	rna9189	ENST00000445409.6
OG0002149	rna9215	ENST00000257549.8
OG0002150	rna9248	ENST00000335209.11
OG0002151	rna30526	ENST00000397558.6
OG0002152	rna30516	ENST00000551806.1, ENST00000551765.5
OG0002153	rna30510	ENST00000288532.10
OG0002154	rna30444	ENST00000318348.8
OG0002155	rna33666	ENST00000406955.5
OG0002156	rna33669	ENST00000266263.9, ENST00000439838.5
OG0002157	rna33676	ENST00000405659.5
OG0002158	rna33680	ENST00000434291.5, ENST00000407689.7
OG0002159	rna6628	ENST00000616432.4
OG0002160	rna6624	ENST00000216085.11
OG0002161	rna6618	ENST00000611155.4
OG0002163	rna29136	ENST00000591325.1, ENST00000621650.1
OG0002165	rna29207	ENST00000321039.4
OG0002166	rna29201	ENST00000196489.3, ENST00000597850.1
OG0002167	rna29209	ENST00000424930.6, ENST00000282292.8
OG0002168	rna29210, rna32381	ENST00000343280.8
OG0002170	rna32930, rna32931	ENST00000301318.7
OG0002171	rna32770	ENST00000411543.6
OG0002172	rna32812	ENST00000587871.1, ENST00000527223.6
OG0002173	rna32820	ENST00000310373.7
OG0002174	rna32842	ENST00000391742.6, ENST00000301202.6
OG0002175	rna32836	ENST00000432233.7
OG0002177	rna21993	ENST00000327428.9
OG0002178	rna4309	ENST00000341702.3
OG0002179	rna4254	ENST00000447370.6, ENST00000451973.1, ENST00000339313.9
OG0002180	rna4249	ENST00000600067.1, ENST00000291715.5
OG0002181	rna4227	ENST00000250366.6, ENST00000594211.1
OG0002182	rna4201	ENST00000595883.5, ENST00000599632.1
OG0002183	rna4163	ENST00000601291.5
OG0002184	rna4151	ENST00000599536.1, ENST00000293350.8
OG0002185	rna4127	ENST00000598441.5
OG0002186	rna4125	ENST00000599795.5, ENST00000593537.1
OG0002187	rna4095	ENST00000222002.3, ENST00000201586.6
OG0002188	rna4072	ENST00000221996.11, ENST00000334384.3
OG0002189	rna4047	ENST00000270225.11
OG0002190	rna10346	ENST00000253047.6
OG0002191	rna4045	ENST00000602212.5
OG0002192	rna4031	ENST00000414155.5, ENST00000012443.8
OG0002193	rna4007	ENST00000593999.1, ENST00000270223.6
OG0002194	rna3986	ENST00000391945.8
OG0002195	rna3983	ENST00000262891.8
OG0002196	rna3966	ENST00000589057.5, ENST00000252490.5
OG0002197	rna3964	ENST00000592885.5
OG0002198	rna3962	ENST00000405636.6
OG0002199	rna3961	ENST00000252483.9
OG0002200	rna3944	ENST00000337401.8, ENST00000588212.1
OG0002202	rna3932	ENST00000587539.1
OG0002203	rna32691	ENST00000595337.5
OG0002204	rna3909	ENST00000262887.9, ENST00000594374.1
OG0002205	rna29326	ENST00000540732.3, ENST00000457836.6
OG0002206	rna8974	ENST00000600729.1, ENST00000594436.5
OG0002207	rna8942	ENST00000617676.4, ENST00000455521.5, ENST00000592533.5
OG0002208	rna8917	ENST00000331982.5, ENST00000613087.4
OG0002209	rna8908	ENST00000599996.1, ENST00000600042.5
OG0002210	rna8900	ENST00000594769.5
OG0002211	rna8886	ENST00000215071.8
OG0002212	rna8862	ENST00000324411.8
OG0002213	rna34211	ENST00000328550.6
OG0002214	rna35360	ENST00000392170.6
OG0002215	rna35256	ENST00000379026.6
OG0002216	rna35252	ENST00000222284.9
OG0002217	rna35244	ENST00000599180.2
OG0002218	rna35242	ENST00000327809.4, ENST00000454971.2
OG0002219	rna35236	ENST00000392213.7
OG0002220	rna32164	ENST00000392232.7, ENST00000627982.2
OG0002221	rna32167	ENST00000246535.3, ENST00000592740.5
OG0002222	rna32177	ENST00000244137.11
OG0002223	rna9300	ENST00000355537.3
OG0002224	rna9296	ENST00000392278.2
OG0002225	rna24923	ENST00000304863.5
OG0002226	rna24913	ENST00000565112.1
OG0002227	rna24892	ENST00000561648.5
OG0002228	rna24872	ENST00000299192.7
OG0002229	rna24855	ENST00000300245.8
OG0002230	rna24807	ENST00000219207.9
OG0002231	rna24796	ENST00000394391.8
OG0002232	rna24779	ENST00000251102.12
OG0002233	rna24773	ENST00000262498.7
OG0002234	rna24754	ENST00000245206.9
OG0002235	rna24737	ENST00000451102.6, ENST00000561728.1
OG0002236	rna24705	ENST00000258200.7, ENST00000580114.5
OG0002237	rna24693	ENST00000393992.5
OG0002238	rna24683	ENST00000326152.5
OG0002239	rna24648	ENST00000358514.8, ENST00000573493.1
OG0002240	rna24637	ENST00000574912.1
OG0002241	rna24634	ENST00000565263.5
OG0002242	rna24611	ENST00000288025.3, ENST00000564737.1
OG0002243	rna24607	ENST00000627621.2
OG0002244	rna24593	ENST00000268482.7
OG0002245	rna24591	ENST00000357763.8, ENST00000540303.6
OG0002247	rna10178	ENST00000567194.5, ENST00000561878.1
OG0002248	rna10180	ENST00000568377.5, ENST00000460606.1
OG0002249	rna10181	ENST00000037243.6
OG0002250	rna10205	ENST00000570195.5
OG0002251	rna10243	ENST00000262430.5, ENST00000561562.5
OG0002252	rna10245	ENST00000305202.8
OG0002253	rna24948	ENST00000268638.9
OG0002254	rna24956	ENST00000568879.1, ENST00000567970.1
OG0002255	rna24280	ENST00000269143.7
OG0002257	rna25053	ENST00000296682.3, ENST00000449207.6
OG0002258	rna167	ENST00000218388.8
OG0002259	rna25501	ENST00000400522.8
OG0002260	rna14267	ENST00000295897.8
OG0002261	rna32112	ENST00000445895.2
OG0002262	rna36004	ENST00000255688.7
OG0002263	rna24208	ENST00000610854.1
OG0002264	rna11622	ENST00000381883.3
OG0002265	rna9124	ENST00000267205.6
OG0002266	rna18818	ENST00000491431.1
OG0002267	rna9809	ENST00000512478.2
OG0002268	rna5547	ENST00000336812.4
OG0002269	rna25630	ENST00000474315.5
OG0002270	rna16008	ENST00000375499.7
OG0002271	rna21296	ENST00000023939.8
OG0002272	rna27488	ENST00000296503.9
OG0002273	rna22329	ENST00000379245.8
OG0002274	rna15434	ENST00000399012.6_PAR_Y, ENST00000399012.6
OG0002275	rna15441	ENST00000381566.6_PAR_Y, ENST00000381566.6
OG0002276	rna15442	ENST00000417535.7_PAR_Y, ENST00000417535.7
OG0002277	rna15447	ENST00000381317.8, ENST00000381317.8_PAR_Y
OG0002278	rna15451	ENST00000381241.8_PAR_Y, ENST00000381241.8, ENST00000382764.1
OG0002279	rna15455	ENST00000334651.10_PAR_Y, ENST00000334651.10
OG0002280	rna15456	ENST00000381222.8_PAR_Y, ENST00000381222.8
OG0002281	rna15458	ENST00000449611.6, ENST00000449611.6_PAR_Y
OG0002282	rna17797	ENST00000391338.2, ENST00000307771.7
OG0002283	rna17850	ENST00000379270.4
OG0002284	rna17851	ENST00000379226.8
OG0002286	rna17921	ENST00000327877.9
OG0002287	rna194	ENST00000378045.4
OG0002288	rna175	ENST00000276062.8
OG0002289	rna158	ENST00000396965.5
OG0002290	rna157	ENST00000304355.9, ENST00000304270.5
OG0002291	rna9690, rna152	ENST00000348411.2
OG0002292	rna6464, rna115	ENST00000376227.3
OG0002293	rna34800	ENST00000375053.6
OG0002294	rna25461	ENST00000342972.2
OG0002295	rna11560	ENST00000375859.3
OG0002296	rna35414	ENST00000583666.2, ENST00000342206.10
OG0002297	rna35405	ENST00000435029.5, ENST00000374403.3
OG0002298	rna35387, rna35386	ENST00000373988.5
OG0002299	rna35383	ENST00000276079.12
OG0002300	rna35378	ENST00000242310.4, ENST00000423759.5
OG0002301	rna32720	ENST00000542739.2, ENST00000535490.2, ENST00000636096.2
OG0002302	rna25299	ENST00000373517.3, ENST00000373518.1
OG0002303	rna25331	ENST00000361470.3, ENST00000373359.3
OG0002304	rna27371	ENST00000481445.1
OG0002305	rna27454, rna22617	ENST00000373200.4
OG0002306	rna18594	ENST00000396355.5
OG0002307	rna22631	ENST00000321217.4, ENST00000283891.5
OG0002308	rna2660	ENST00000372695.5
OG0002309	rna32371, rna2667	ENST00000332431.4
OG0002310	rna18770	ENST00000357242.9
OG0002311	rna32291	ENST00000563887.1
OG0002312	rna29734	ENST00000267291.6, ENST00000371442.3
OG0002313	rna32745	ENST00000475092.3, ENST00000304661.5
OG0002314	rna32755	ENST00000434753.7, ENST00000426466.2
OG0002316	rna23760	ENST00000481105.5
OG0002317	rna23792, rna33455	ENST00000339249.4
OG0002319	rna10762	ENST00000422081.6, ENST00000340855.10
OG0002320	rna34068	ENST00000598963.2, ENST00000370416.4
OG0002321	rna10755	ENST00000370406.7, ENST00000450602.6
OG0002322	rna10768	ENST00000370396.6
OG0002323	rna32212	ENST00000393700.7
OG0002324	rna32194	ENST00000601016.5
OG0002326	rna32185	ENST00000369620.6
OG0002327	rna6682	ENST00000302805.7, ENST00000302805.7_PAR_Y
OG0002328	rna6684	ENST00000262640.11_PAR_Y, ENST00000262640.11
OG0002329	rna9674	ENST00000259486.10
OG0002330	rna19761	ENST00000372622.7
OG0002332	rna29943	ENST00000306011.4
OG0002333	rna10734	ENST00000236826.7
OG0002334	rna22682	ENST00000368026.10
OG0002335	rna19629	ENST00000256495.3
OG0002337	rna26391	ENST00000338128.12
OG0002338	rna31740	ENST00000250495.9
OG0002339	rna18913	ENST00000355413.8
OG0002340	rna7867	ENST00000300060.6
OG0002341	rna16653	ENST00000321765.9
OG0002342	rna24290	ENST00000558401.5
OG0002343	rna25388	ENST00000478300.5
OG0002344	rna27699	ENST00000453386.6
OG0002345	rna34572	ENST00000377034.8
OG0002346	rna34672	ENST00000397766.3, ENST00000259883.3
OG0002347	rna34675	ENST00000421553.6, ENST00000621053.1
OG0002348	rna13994	ENST00000312541.9, ENST00000356709.8
OG0002349	rna13919	ENST00000562221.1, ENST00000613507.4
OG0002350	rna30559	ENST00000378491.8
OG0002351	rna13686	ENST00000341776.6
OG0002352	rna13744	ENST00000492094.6
OG0002353	rna13770	ENST00000622188.4
OG0002354	rna32380, rna13804	ENST00000259808.8
OG0002355	rna13819	ENST00000380739.5
OG0002356	rna13822	ENST00000380773.8
OG0002357	rna5461	ENST00000326756.3
OG0002358	rna13847	ENST00000376656.8, ENST00000623385.3
OG0002359	rna13856	ENST00000326195.12
OG0002360	rna35037	ENST00000375885.8
OG0002361	rna35036	ENST00000617558.2, ENST00000375864.4
OG0002362	rna35031	ENST00000375832.4, ENST00000503322.1
OG0002363	rna35030	ENST00000383418.8, ENST00000461287.1
OG0002364	rna35024	ENST00000375789.6
OG0002365	rna35023	ENST00000375784.7
OG0002366	rna35022	ENST00000375703.7, ENST00000493662.6
OG0002367	rna35010	ENST00000395728.7
OG0002368	rna35007	ENST00000375425.9
OG0002369	rna35000	ENST00000435363.6, ENST00000428956.6
OG0002370	rna34998	ENST00000375244.7
OG0002371	rna34991	ENST00000361568.6, ENST00000428388.6
OG0002372	rna14580, rna32312	ENST00000454136.7
OG0002373	rna14568	ENST00000620123.4, ENST00000452392.2
OG0002374	rna14561	ENST00000418107.2, ENST00000429234.1
OG0002375	rna14550	ENST00000374675.7
OG0002377	rna14499	ENST00000374017.3
OG0002378	rna14486	ENST00000229769.2
OG0002379	rna14444	ENST00000373699.5
OG0002380	rna33393	ENST00000287152.11
OG0002381	rna31400	ENST00000541638.5
OG0002382	rna31409	ENST00000318443.9
OG0002383	rna31414	ENST00000345330.8
OG0002384	rna31423	ENST00000566304.5, ENST00000379915.4
OG0002385	rna31467	ENST00000310673.3
OG0002386	rna10280	ENST00000276914.6
OG0002387	rna31547	ENST00000437723.1, ENST00000323544.4
OG0002388	rna28661	ENST00000261520.8
OG0002389	rna28655	ENST00000396060.6
OG0002390	rna33956	ENST00000318063.9
OG0002391	rna28628	ENST00000587652.5, ENST00000267853.9
OG0002392	rna28596	ENST00000442196.7
OG0002393	rna28573	ENST00000564163.5
OG0002394	rna18258	ENST00000562684.5
OG0002395	rna36057	ENST00000564080.1, ENST00000568606.5
OG0002396	rna36044	ENST00000290894.12
OG0002397	rna33874	ENST00000559390.5
OG0002398	rna24297	ENST00000299957.10
OG0002399	rna24304	ENST00000417761.2, ENST00000319327.6
OG0002400	rna24305	ENST00000409960.6
OG0002401	rna24315	ENST00000450892.6
OG0002402	rna24324	ENST00000396976.6
OG0002403	rna24342	ENST00000622375.4
OG0002404	rna24345	ENST00000290607.11
OG0002405	rna24346	ENST00000260372.7
OG0002406	rna24363	ENST00000318010.12, ENST00000483208.5
OG0002407	rna24385	ENST00000452633.5, ENST00000382448.8
OG0002408	rna904	ENST00000177694.1
OG0002409	rna24395	ENST00000559596.5
OG0002410	rna24443	ENST00000560346.5, ENST00000441369.6
OG0002411	rna24452	ENST00000561100.1
OG0002412	rna24473, rna24474	ENST00000256538.8
OG0002413	rna24489	ENST00000361627.7, ENST00000622744.4
OG0002414	rna24491	ENST00000471027.1
OG0002415	rna24513	ENST00000314891.10
OG0002416	rna24231	ENST00000276416.10
OG0002417	rna24236	ENST00000289989.9, ENST00000450780.6
OG0002418	rna27551	ENST00000220562.8
OG0002419	rna27539	ENST00000328655.7
OG0002420	rna27536	ENST00000554914.1, ENST00000304501.1
OG0002421	rna5264	ENST00000509167.5
OG0002422	rna5261	ENST00000361618.3
OG0002423	rna5258	ENST00000393381.2
OG0002424	rna5253	ENST00000507142.5
OG0002425	rna5246	ENST00000284637.13
OG0002426	rna5243	ENST00000306193.7
OG0002427	rna5239	ENST00000505667.5
OG0002428	rna5234	ENST00000359299.7
OG0002429	rna5214	ENST00000296533.2
OG0002430	rna5204	ENST00000307720.3
OG0002431	rna5145	ENST00000507827.5
OG0002432	rna5134, rna5135	ENST00000260010.6
OG0002433	rna5071	ENST00000324300.9
OG0002434	rna5046	ENST00000638448.1, ENST00000360771.8, ENST00000358615.8
OG0002435	rna23183	ENST00000367559.7
OG0002436	rna9922	ENST00000296513.6
OG0002437	rna26602	ENST00000613284.1, ENST00000616419.4
OG0002438	rna9488	ENST00000302190.8
OG0002439	rna11745	ENST00000537332.2
OG0002440	rna12857	ENST00000404460.5
OG0002441	rna17997	ENST00000368309.3
OG0002442	rna4446	ENST00000369700.3
OG0002443	rna32896	ENST00000355784.3
OG0002446	rna13303	ENST00000265007.10
OG0002447	rna22717	ENST00000368090.3
OG0002448	rna23914	ENST00000389194.6
OG0002449	rna26348	ENST00000262815.12
OG0002450	rna3813	ENST00000247843.6
OG0002451	rna3070	ENST00000423691.2
OG0002452	rna3093	ENST00000491148.5
OG0002453	rna3106	ENST00000497985.5, ENST00000342435.8
OG0002454	rna3137	ENST00000476941.5
OG0002455	rna72, rna3202	ENST00000306087.2
OG0002456	rna3212	ENST00000468777.5
OG0002457	rna3252	ENST00000471702.2, ENST00000337331.9
OG0002458	rna3255	ENST00000264990.10
OG0002459	rna3342	ENST00000263753.8
OG0002460	rna3383	ENST00000449599.3
OG0002461	rna25948	ENST00000485614.5
OG0002462	rna3464	ENST00000338970.10
OG0002463	rna3469	ENST00000311042.10
OG0002464	rna29920	ENST00000527353.1
OG0002465	rna3501	ENST00000346219.7
OG0002466	rna34554	ENST00000376652.8
OG0002467	rna10048	ENST00000395526.8, ENST00000374006.1
OG0002468	rna10070	ENST00000331772.8
OG0002469	rna9974	ENST00000366667.4
OG0002470	rna9970	ENST00000366672.4
OG0002471	rna17312	ENST00000358410.7
OG0002472	rna17323	ENST00000638119.1
